"source";"translation";"type";"module";"status";"customer"
"When a customer clicks on your contact button, a form will pop up into which they can send their message.";"When a customer clicks on your contact button, a form will pop up into which they can send their message.";"S";"";"N";"N"
"In this case, the email contains a link to the conversation where the visitor can read the agent's answer and reply.";"In this case, the email contains a link to the conversation where the visitor can read the agent's answer and reply.";"S";"";"N";"N"
"If you set up a mail account for reading emails, the visitor can reply by replying to the notification email in their mail client.";"If you set up a mail account for reading emails, the visitor can reply by replying to the notification email in their mail client.";"S";"";"N";"N"
"Because of this, we can show them the message text right inside the notification email.";"Because of this, we can show them the message text right inside the notification email.";"S";"";"N";"N"
"Connect your Office365 account in 30 seconds.";"Connect your Office365 account in 30 seconds.";"S";"";"N";"N"
"The safest way - your login credentials will be processed only on Office365's side.";"The safest way - your login credentials will be processed only on Office365's side.";"S";"";"N";"N"
"Connect your Outlook account in 30 seconds.";"Connect your Outlook account in 30 seconds.";"S";"";"N";"N"
"The safest way - your login credentials will be processed only on Outlook's side.";"The safest way - your login credentials will be processed only on Outlook's side.";"S";"";"N";"N"
"Adding a <i>Call Button</i> to your website enables your visitors to call you directly from your website.";"Adding a <i>Call Button</i> to your website enables your visitors to call you directly from your website.";"S";"";"N";"N"
"Once a visitor clicks it, a call window will appear, and the call can start (if you are available).";"Once a visitor clicks it, a call window will appear, and the call can start (if you are available).";"S";"";"N";"N"
"Adding a <i>Chat Button</i> to your website enables you to chat with your customers.";"Adding a <i>Chat Button</i> to your website enables you to chat with your customers.";"S";"";"N";"N"
"Once a customer clicks on the chat button, a chat window appears and they can start chatting with you (if you are available).";"Once a customer clicks on the chat button, a chat window appears and they can start chatting with you (if you are available).";"S";"";"N";"N"
"Create a chat <i>Invitation</i> that invites your website visitors to chat with you.";"Create a chat <i>Invitation</i> that invites your website visitors to chat with you.";"S";"";"N";"N"
"Once your website visitor clicks on it, a chat window will appear, and they can start chatting with you.";"Once your website visitor clicks on it, a chat window will appear, and they can start chatting with you.";"S";"";"N";"N"
"You can create multiple <i>Invitations</i> with different designs and triggers.";"You can create multiple <i>Invitations</i> with different designs and triggers.";"S";"";"N";"N"
"Once a customer clicks on the chat button, a chat window will pop up, and they can start chatting with you (if you are available).";"Once a customer clicks on the chat button, a chat window will pop up, and they can start chatting with you (if you are available).";"S";"";"N";"N"
"Search text";"Шукати текст";"S";"";"T";"N"
"Search the knowledgebase";"Search the knowledgebase";"S";"";"N";"N"
"Search in category";"Search in category";"S";"";"N";"N"
"Pick a date";"Pick a date";"C";"";"N";"N"
"Select timezone";"Select timezone";"C";"";"N";"N"
"Select language";"Select language";"C";"";"N";"N"
"Select variable";"Select variable";"C";"";"N";"N"
"Enter value";"Enter value";"C";"";"N";"N"
"Select statement";"Select statement";"C";"";"N";"N"
"Select agent";"Select agent";"C";"";"N";"N"
"Sent to the customer when they click on the forgot password link. This email contains a link to reset their password.";"Sent to the customer when they click on the forgot password link. This email contains a link to reset their password.";"C";"";"N";"N"
"Sent to the agent when they click on the forgot password link. This email contains a link to reset their password.";"Sent to the agent when they click on the forgot password link. This email contains a link to reset their password.";"C";"";"N";"N"
"Sent to an agent or a customer when the user requests a new password. This email contains a link to reset their password.";"Sent to an agent or a customer when the user requests a new password. This email contains a link to reset their password.";"C";"";"N";"N"
"Set the number of days for which the cookie identifying customer on your website will be valid for (i.e. cookie time-to-live, TTL). Once the cookie is expired it will no longer identify the visitor when they start a chat. The default value is 30 days. The value of 0 means the visitor is remembered only for the current session.";"Set the number of days for which the cookie identifying customer on your website will be valid for (i.e. cookie time-to-live, TTL). Once the cookie is expired it will no longer identify the visitor when they start a chat. The default value is 30 days. The value of 0 means the visitor is remembered only for the current session.";"C";"";"N";"N"
"Select contact button";"Select contact button";"C";"";"N";"N"
"When selected, the user will be able to leave an offline message when they no longer want to wait for an agent to connect to the chat.";"When selected, the user will be able to leave an offline message when they no longer want to wait for an agent to connect to the chat.";"C";"";"N";"N"
"Number of minutes after which chat will be recognized as inactive and slot will be released for next waiting chat in the queue. (Inactive chats remain open till agent end them manually)";"Number of minutes after which chat will be recognized as inactive and slot will be released for next waiting chat in the queue. (Inactive chats remain open till agent end them manually)";"C";"";"N";"N"
"New chats will be assigned to the agent with the highest number of running chats to keep their utilization on maximum. Once the agent has no free chat slots, a new chat will be routed to the next available agent. This strategy helps you maximize loads for chatting agents and lets other agents work on offline tickets.";"New chats will be assigned to the agent with the highest number of running chats to keep their utilization on maximum. Once the agent has no free chat slots, a new chat will be routed to the next available agent. This strategy helps you maximize loads for chatting agents and lets other agents work on offline tickets.";"C";"";"N";"N"
"Enter %s";"Enter %s";"C";"";"N";"N"
"Select contact";"Select contact";"C";"";"N";"N"
"Enter subject";"Enter subject";"C";"";"N";"N"
"Enter postal address";"Enter postal address";"C";"";"N";"N"
"Delete the customer from all lists and delete all their tickets.";"Delete the customer from all lists and delete all their tickets.";"C";"";"N";"N"
"Delete the customer from all lists but leave their tickets intact.";"Delete the customer from all lists but leave their tickets intact.";"C";"";"N";"N"
"Delete the customer and all their tickets.";"Delete the customer and all their tickets.";"C";"";"N";"N"
"Enter phone number";"Enter phone number";"C";"";"N";"N"
"Enter email address";"Enter email address";"C";"";"N";"N"
"Select department";"Select department";"C";"";"N";"N"
"Reconnect";"Reconnect";"C";"";"N";"N"
"Select SLA level";"Select SLA level";"C";"";"N";"N"
"Enter ticket ID";"Enter ticket ID";"C";"";"N";"N"
"This recording is played to the caller when nobody is online and they're redirected to voicemail.";"This recording is played to the caller when nobody is online and they're redirected to voicemail.";"C";"";"N";"N"
"Level number. Usually, levels are shown in ascending order such as 1,2,3,.. but you can also define multiple levels with the same number. Once a user reaches a certain level, they cannot move to a lower level.";"Level number. Usually, levels are shown in ascending order such as 1,2,3,.. but you can also define multiple levels with the same number. Once a user reaches a certain level, they cannot move to a lower level.";"C";"";"N";"N"
"Use the same email account to which the customer has sent their last email.";"Use the same email account to which the customer has sent their last email.";"C";"";"N";"N"
"You need to fill both certificate fields to set up or update custom domain";"You need to fill both certificate fields to set up or update custom domain";"C";"";"N";"N"
"%s is ready to help you and will try to answer all of your questions. If you are interested, just click on the accept chat button at the bottom of this box.";"%s is ready to help you and will try to answer all of your questions. If you are interested, just click on the accept chat button at the bottom of this box.";"C";"";"N";"N"
"Knowledgebase suggestions can be displayed in the right column. They can help the user find answers to their questions, minimizing the need to submit a support ticket.";"Knowledgebase suggestions can be displayed in the right column. They can help the user find answers to their questions, minimizing the need to submit a support ticket.";"C";"";"N";"N"
"Create file '%s' in directory with apache sites and insert the following content into it or ask your web admin to do it for you";"Create file '%s' in directory with apache sites and insert the following content into it or ask your web admin to do it for you";"C";"";"N";"N"
"Enter category title";"Enter category title";"C";"";"N";"N"
"Enter forum name";"Enter forum name";"C";"";"N";"N"
"Enter category name";"Enter category name";"C";"";"N";"N"
"App-based Integrations";"App-based Integrations";"C";"";"N";"N"
"To connect your Outlook or Office365 account with LiveAgent, you need to set up a Microsoft application and enter its credentials into the form below.";"To connect your Outlook or Office365 account with LiveAgent, you need to set up a Microsoft application and enter its credentials into the form below.";"C";"";"N";"N"
"How to set up a Microsoft application";"How to set up a Microsoft application";"C";"";"N";"N"
"Rate their answer";"Rate their answer";"C";"";"N";"N"
"Select custom field";"Select custom field";"C";"";"N";"N"
"email header";"email header";"C";"";"N";"N"
"Header name";"Header name";"C";"";"N";"N"
"logged in user role";"logged in user role";"B";"";"N";"N"
"Select requester";"Select requester";"C";"";"N";"N"
"Enter IP address";"Enter IP address";"C";"";"N";"N"
"Ehm ... sorry!";"Ehm ... sorry!";"S";"";"N";"N"
"Content of messages older than {$limit} days is not accessible in Free accounts.";"Content of messages older than {$limit} days is not accessible in Free accounts.";"S";"";"N";"N"
"To view older messages <a href=""#My-Account;"">Upgrade Your Account</a>";"To view older messages <a href=""#My-Account;"">Upgrade Your Account</a>";"S";"";"N";"N"
"Sorry! Messages older than {$limit} days are not accessible in Free accounts!";"Sorry! Messages older than {$limit} days are not accessible in Free accounts!";"S";"";"N";"N"
